vlUnitario,qtMaterial,cdMaterial,cdEmbalagem,qtEquivalencia
16.124,50,449,1,1
14.99,100,449,1,1
161.24,6,449,1,1
142.52,3,449,1,1
14.252,20,449,1,1
16.03,20,449,1,1
149.9,6,449,1,1
16.523,20,449,1,1
16.19,40,449,1,1
16.124,20,449,1,1
16.523,40,449,1,1
16.124,500,449,5,10
14.252,80,449,1,1
14.252,150,449,1,1
14.99,50,449,1,1
14.252,60,449,1,1
16.03,40,449,1,1
165.23,3,449,1,1
16.124,40,449,1,1
16.064,20,449,1,1
14.252,70,449,1,1
14.99,30,449,1,1
14.252,130,449,1,1
14.252,80,449,1,1
161.9,6,449,1,1
14.252,100,449,1,1
14.99,50,449,1,1
14.252,40,449,1,1
16.19,300,449,1,1
14.99,150,449,1,1
16.124,100,449,1,1
14.252,20,449,1,1
13.15,60,449,1,1
16.124,80,449,1,1
14.252,50,449,1,1
14.99,20,449,1,1
16.124,80,449,1,1
16.124,40,449,1,1
16.124,100,449,1,1
14.99,10,449,1,1
14.99,30,449,1,1
16.03,50,449,1,1
16.124,60,449,1,1
14.99,70,449,1,1
14.252,300,449,1,1
14.252,40,449,1,1
16.03,20,449,1,1
149.9,3,449,1,1
13.15,40,449,1,1
16.19,50,449,1,1
16.124,120,449,1,1
14.252,50,449,1,1
16.124,200,449,1,1
14.99,720,449,1,1
16.124,80,449,1,1
161.9,30,449,1,1
16.124,70,449,1,1
14.252,50,449,1,1
14.252,100,449,1,1
16.19,100,449,1,1
16.124,80,449,1,1
14.99,20,449,1,1
14.252,50,449,1,1
16.19,80,449,1,1
14.99,20,449,1,1
16.124,100,449,1,1
142.52,150,449,5,10
16.064,100,449,1,1
14.252,120,449,1,1
14.99,80,449,1,1
142.52,3,449,1,1
14.99,100,449,1,1
14.99,80,449,1,1
13.15,80,449,1,1
14.99,120,449,1,1
14.99,30,449,1,1
13.15,70,449,1,1
14.99,10,449,1,1
14.99,30,449,1,1
142.52,6,449,1,1
16.523,20,449,1,1
14.99,80,449,1,1
161.24,11,449,1,1
14.252,140,449,1,1
14.99,60,449,1,1
13.15,60,449,1,1
14.252,40,449,1,1
14.99,300,449,1,1
14.252,160,449,1,1
16.03667,30,449,1,1
14.99,100,449,1,1
142.52,10,449,1,1
14.99,300,449,1,1
14.99,50,449,1,1
14.252,180,449,1,1
149.9,22,449,1,1
14.99,180,449,1,1
16.03,100,449,1,1
14.252,160,449,1,1
13.15,70,449,1,1
14.99,400,449,1,1
14.252,150,449,1,1
14.99,40,449,1,1
14.99,100,449,1,1
14.99,200,449,1,1
14.252,100,449,1,1
13.15,40,449,1,1
142.52,10,449,1,1
14.99,200,449,1,1
16.124,250,449,1,1
14.99,150,449,1,1
13.15,100,449,1,1
13.15,200,449,1,1
14.99,200,449,1,1
13.15,200,449,1,1
13.15,380,449,1,1
16.03658,400,449,1,1
13.15,700,449,1,1
14.99,100,449,1,1
13.15,100,449,1,1
14.252,160,449,1,1
14.99,950,449,1,1
13.15,120,449,1,1
13.15,250,449,1,1
13.15,100,449,1,1
13.15,150,449,1,1
13.15,390,449,1,1
13.15,500,449,1,1
14.99,290,449,1,1
13.15,650,449,1,1
13.15,520,449,1,1
14.99,620,449,1,1
142.52,30,449,1,1
13.15,800,449,1,1
14.99,20,449,1,1
165.23,3,449,1,1
16.523,50,449,1,1
16.19,20,449,1,1
16.19,40,449,1,1
14.252,40,449,1,1
16.523,10,449,1,1
16.124,50,449,1,1
16.03,60,449,1,1
16.03,70,449,1,1
16.064,30,449,1,1
16.124,40,449,1,1
16.03,20,449,1,1
142.52,3,449,1,1
14.252,80,449,1,1
14.99,80,449,1,1
16.523,40,449,1,1
16.19,30,449,1,1
16.03,100,449,1,1
16.124,20,449,1,1
16.124,10,449,1,1
14.252,20,449,1,1
16.124,30,449,1,1
16.124,70,449,1,1
16.03,30,449,1,1
16.124,70,449,1,1
16.523,30,449,1,1
16.523,60,449,1,1
16.124,30,449,1,1
160.3,6,449,1,1
16.19,10,449,1,1
160.64,8,449,1,1
16.19,20,449,1,1
14.99,30,449,1,1
14.99,50,449,1,1
14.252,20,449,1,1
16.124,40,449,1,1
16.03,20,449,1,1
16.124,80,449,1,1
16.124,60,449,1,1
16.19,30,449,1,1
14.99,20,449,1,1
16.124,20,449,1,1
16.19,30,449,1,1
16.19,90,449,1,1
14.252,100,449,1,1
16.124,50,449,1,1
16.19,20,449,1,1
14.99,100,449,1,1
16.03,110,449,1,1
16.523,200,449,1,1
16.124,100,449,1,1
14.99,110,449,1,1
14.99,30,449,1,1
16.523,60,449,1,1
16.03,50,449,1,1
16.523,50,449,1,1
14.252,70,449,1,1
16.124,20,449,1,1
14.99,80,449,1,1
16.124,50,449,1,1
16.523,100,449,1,1
16.064,40,449,1,1
14.99,20,449,1,1
161.9,30,449,1,1
16.19,30,449,1,1
131.5,60,449,5,10
14.252,20,449,1,1
13.15,100,449,1,1
16.523,50,449,1,1
14.99,320,449,1,1
14.252,150,449,1,1
16.064,100,449,1,1
16.19,70,449,1,1
13.15,150,449,1,1
14.99,100,449,1,1
14.99,400,449,1,1
16.19,50,449,1,1
16.064,60,449,1,1
13.15,80,449,1,1
16.064,60,449,1,1
16.19,100,449,1,1
14.252,90,449,1,1
13.15,100,449,1,1
14.99,200,449,1,1
16.03,200,449,1,1
16.124,450,449,1,1
13.15,160,449,1,1
13.15,250,449,1,1
13.15,800,449,1,1
131.5,30,449,1,1
13.15,70,449,1,1
16.03,270,449,1,1
13.15,400,449,1,1
13.15,400,449,1,1
13.15,600,449,1,1
13.15,"1,080",449,1,1
13.15,"1,260",449,1,1
16.124,20,449,1,1
14.252,50,449,1,1
14.252,60,449,1,1
14.252,40,449,1,1
14.99,20,449,1,1
16.03,50,449,1,1
13.15,60,449,1,1
16.523,30,449,1,1
14.252,40,449,1,1
14.99,40,449,1,1
14.252,20,449,1,1
16.03,30,449,1,1
16.03,20,449,1,1
16.03,20,449,1,1
14.99,50,449,1,1
14.252,30,449,1,1
14.99,20,449,1,1
14.99,20,449,1,1
14.99,30,449,1,1
14.99,80,449,1,1
16.124,20,449,1,1
16.19,20,449,1,1
149.9,2,449,1,1
16.124,50,449,1,1
14.99,60,449,1,1
16.03,150,449,1,1
16.523,30,449,1,1
16.523,50,449,1,1
14.99,20,449,1,1
16.124,200,449,1,1
16.124,50,449,1,1
14.252,50,449,1,1
16.523,30,449,1,1
16.064,100,449,1,1
16.124,50,449,1,1
16.124,80,449,1,1
16.03,30,449,1,1
16.124,200,449,1,1
14.99,50,449,1,1
16.19,60,449,1,1
16.124,40,449,1,1
16.124,100,449,1,1
14.99,180,449,1,1
14.99,20,449,1,1
16.03,20,449,1,1
131.5,10,449,1,1
13.15,120,449,1,1
14.99,300,449,1,1
16.124,40,449,1,1
13.15,40,449,1,1
14.99,20,449,1,1
16.124,50,449,1,1
16.523,120,449,1,1
14.252,100,449,1,1
13.15,80,449,1,1
13.15,50,449,1,1
16.064,150,449,1,1
16.523,50,449,1,1
13.15,70,449,1,1
16.064,60,449,1,1
14.99,100,449,1,1
14.99,100,449,1,1
16.523,90,449,1,1
13.15,60,449,1,1
16.124,40,449,1,1
16.124,150,449,1,1
16.064,290,449,1,1
131.5,8,449,1,1
14.99,20,449,1,1
16.124,300,449,1,1
13.15,110,449,1,1
14.252,80,449,1,1
13.15,200,449,1,1
14.99,250,449,1,1
16.03,330,449,1,1
13.15,40,449,1,1
13.15,160,449,1,1
14.99,950,449,1,1
160.3,6,449,1,1
14.252,300,449,1,1
131.5,6,449,1,1
13.15,300,449,1,1
13.15,740,449,1,1
16.064,400,449,1,1
13.15,150,449,1,1
131.5,28,449,1,1
16.03,200,449,1,1
13.15,100,449,1,1
13.15,300,449,1,1
13.15,510,449,1,1
13.15,500,449,1,1
13.15,"3,000",449,1,1
142.52,3,449,1,1
16.03,10,449,1,1
16.523,40,449,1,1
14.252,40,449,1,1
161.24,2,449,1,1
16.124,40,449,1,1
16.523,40,449,1,1
16.064,20,449,1,1
16.19,60,449,1,1
16.03,50,449,1,1
16.523,30,449,1,1
14.99,40,449,1,1
16.19,30,449,1,1
14.99,30,449,1,1
142.52,10,449,1,1
165.23,30,449,1,1
16.124,100,449,1,1
14.252,50,449,1,1
16.03,80,449,1,1
13.15,20,449,1,1
14.252,30,449,1,1
16.124,20,449,1,1
16.523,20,449,1,1
16.124,40,449,1,1
16.19,100,449,1,1
14.252,80,449,1,1
16.064,70,449,1,1
14.252,60,449,1,1
16.124,40,449,1,1
14.99,20,449,1,1
14.252,150,449,1,1
16.19,40,449,1,1
14.252,70,449,1,1
13.15,50,449,1,1
16.124,20,449,1,1
16.124,60,449,1,1
14.252,50,449,1,1
14.99,320,449,1,1
14.252,40,449,1,1
16.19,30,449,1,1
14.252,30,449,1,1
14.99,70,449,1,1
16.03,10,449,1,1
149.9,1,449,1,1
14.252,20,449,1,1
149.9,7,449,1,1
13.15,80,449,1,1
14.252,20,449,1,1
16.19,100,449,1,1
14.99,180,449,1,1
14.99,100,449,1,1
142.52,1,449,1,1
14.252,20,449,1,1
149.9,4,449,1,1
14.99,80,449,1,1
14.252,70,449,1,1
16.03,100,449,1,1
14.99,140,449,1,1
161.9,30,449,1,1
14.252,70,449,1,1
16.03,80,449,1,1
149.9,10,449,1,1
16.124,100,449,1,1
16.523,200,449,1,1
16.064,250,449,1,1
16.124,100,449,1,1
16.064,130,449,1,1
14.252,100,449,1,1
16.064,70,449,1,1
14.252,70,449,1,1
14.252,200,449,1,1
16.523,200,449,1,1
16.19,700,449,1,1
16.523,50,449,1,1
14.99,80,449,1,1
14.252,60,449,1,1
16.523,100,449,1,1
142.52,8,449,1,1
16.124,80,449,1,1
14.252,50,449,1,1
14.99,20,449,1,1
14.252,70,449,1,1
14.252,100,449,1,1
14.99,80,449,1,1
13.15,250,449,1,1
14.99,100,449,1,1
16.124,200,449,1,1
14.99,100,449,1,1
14.99,300,449,1,1
14.252,140,449,1,1
14.252,400,449,1,1
13.15,100,449,1,1
14.252,260,449,1,1
14.99,140,449,1,1
14.252,180,449,1,1
14.99,600,449,1,1
16.03,270,449,1,1
13.15,390,449,1,1
16.124,850,449,1,1
16.523,800,449,1,1
13.15,400,449,1,1
14.99,170,449,1,1
13.15,240,449,1,1
13.15,100,449,1,1
13.15,230,449,1,1
13.15,290,449,1,1
13.15,260,449,1,1
13.15,1.000,449,1,1
13.15,900,449,1,1
13.15,250,449,1,1
14.99,610,449,1,1
14.252,240,449,1,1
13.15,380,449,1,1
13.15,970,449,1,1
13.15,950,449,1,1
16.03,30,449,1,1
16.523,40,449,1,1
14.99,150,449,1,1
16.19,40,449,1,1
16.03,30,449,1,1
16.124,50,449,1,1
16.124,30,449,1,1
16.523,200,449,1,1
16.19,30,449,1,1
14.99,120,449,1,1
149.9,2,449,1,1
142.52,20,449,5,10
14.252,80,449,1,1
16.523,40,449,1,1
14.99,80,449,1,1
16.124,30,449,1,1
16.064,20,449,1,1
14.252,30,449,1,1
14.252,30,449,1,1
16.19,60,449,1,1
14.99,20,449,1,1
16.064,20,449,1,1
16.03,110,449,1,1
14.99,10,449,1,1
14.252,50,449,1,1
14.252,120,449,1,1
14.99,50,449,1,1
16.523,40,449,1,1
14.252,50,449,1,1
16.523,30,449,1,1
16.19,30,449,1,1
16.124,100,449,1,1
16.064,80,449,1,1
16.124,30,449,1,1
13.15,10,449,1,1
14.99,20,449,1,1
14.252,20,449,1,1
16.064,150,449,1,1
16.064,40,449,1,1
16.19,20,449,1,1
14.252,140,449,1,1
149.9,2,449,1,1
16.124,40,449,1,1
16.124,50,449,1,1
16.523,100,449,1,1
161.24,11,449,1,1
16.124,80,449,1,1
16.19,50,449,1,1
161.24,8,449,1,1
16.064,50,449,1,1
16.124,100,449,1,1
14.252,40,449,1,1
16.124,60,449,1,1
14.252,350,449,1,1
16.19,120,449,1,1
142.52,5,449,1,1
16.523,30,449,1,1
16.523,200,449,1,1
14.252,100,449,1,1
14.99,70,449,1,1
14.252,70,449,1,1
160.3,12,449,1,1
149.9,5,449,1,1
16.523,30,449,1,1
16.523,100,449,1,1
16.124,100,449,1,1
16.124,80,449,1,1
16.124,480,449,1,1
16.03,130,449,1,1
16.523,30,449,1,1
14.252,200,449,1,1
13.15,290,449,1,1
13.15,80,449,1,1
16.19,120,449,1,1
13.15,130,449,1,1
13.15,60,449,1,1
16.523,150,449,1,1
16.124,60,449,1,1
13.15,150,449,1,1
16.19,60,449,1,1
14.99,140,449,1,1
13.15,120,449,1,1
14.99,100,449,1,1
14.252,40,449,1,1
14.99,440,449,1,1
13.15,100,449,1,1
13.15,200,449,1,1
14.99,110,449,1,1
16.064,500,449,1,1
13.15,500,449,1,1
13.15,600,449,1,1
13.15,600,449,1,1
14.252,1.000,449,1,1
13.15,950,449,1,1
142.52,100,449,5,10
16.19,40,449,1,1
14.252,50,449,1,1
16.03,50,449,1,1
16.03,80,449,1,1
16.064,30,449,1,1
16.523,30,449,1,1
16.03,20,449,1,1
16.124,50,449,1,1
14.252,40,449,1,1
149.9,20,449,5,10
16.124,30,449,1,1
160.64,6,449,1,1
14.99,10,449,1,1
16.523,30,449,1,1
160.3,5,449,1,1
16.124,20,449,1,1
14.99,70,449,1,1
149.9,3,449,1,1
16.523,50,449,1,1
142.52,30,449,5,10
16.19,40,449,1,1
14.99,100,449,1,1
142.52,15,449,1,1
16.124,40,449,1,1
16.124,150,449,1,1
16.03,20,449,1,1
14.99,50,449,1,1
14.99,30,449,1,1
14.99,30,449,1,1
16.124,100,449,1,1
16.19,60,449,1,1
14.252,100,449,1,1
16.124,100,449,1,1
14.99,20,449,1,1
16.03,50,449,1,1
14.252,100,449,1,1
14.252,100,449,1,1
14.252,150,449,1,1
14.99,100,449,1,1
16.523,40,449,1,1
14.99,30,449,1,1
149.9,90,449,5,10
14.252,70,449,1,1
13.15,100,449,1,1
16.03,20,449,1,1
16.064,80,449,1,1
16.03,100,449,1,1
14.99,30,449,1,1
16.03,100,449,1,1
14.252,160,449,1,1
16.19,250,449,1,1
14.252,100,449,1,1
13.15,100,449,1,1
16.124,80,449,1,1
16.03,60,449,1,1
16.064,50,449,1,1
16.523,120,449,1,1
16.124,150,449,1,1
14.99,60,449,1,1
16.124,70,449,1,1
13.15,40,449,1,1
16.523,150,449,1,1
16.523,50,449,1,1
14.99,20,449,1,1
13.15,60,449,1,1
16.19,100,449,1,1
16.124,400,449,1,1
16.124,50,449,1,1
16.03,50,449,1,1
14.99,300,449,1,1
14.99,50,449,1,1
13.15,110,449,1,1
14.99,20,449,1,1
16.124,80,449,1,1
16.124,100,449,1,1
14.99,300,449,1,1
14.99,70,449,1,1
13.15,160,449,1,1
16.03,100,449,1,1
13.15,190,449,1,1
16.19,150,449,1,1
142.52,80,449,5,10
14.99,200,449,1,1
14.252,70,449,1,1
14.252,120,449,1,1
14.99,70,449,1,1
142.52,1,449,1,1
165.23,5,449,1,1
16.064,150,449,1,1
160.64,15,449,1,1
149.9,100,449,5,10
14.252,300,449,1,1
16.124,300,449,1,1
13.15,60,449,1,1
13.15,120,449,1,1
14.99,100,449,1,1
16.124,180,449,1,1
14.252,130,449,1,1
13.15,260,449,1,1
14.99,950,449,1,1
13.15,800,449,1,1
14.99,300,449,1,1
16.523,130,449,1,1
13.15,1.000,449,1,1
14.99,100,449,1,1
13.15,740,449,1,1
14.99,400,449,1,1
13.15,240,449,1,1
13.15,300,449,1,1
13.15,500,449,1,1
142.52,24,449,1,1
13.15,950,449,1,1
16.19,10,449,1,1
14.252,40,449,1,1
161.9,4,449,1,1
16.19,20,449,1,1
161.24,3,449,1,1
14.99,70,449,1,1
149.9,2,449,1,1
16.064,10,449,1,1
16.19,80,449,1,1
14.252,160,449,1,1
16.523,40,449,1,1
14.252,40,449,1,1
14.99,20,449,1,1
14.252,80,449,1,1
165.23,10,449,1,1
16.19,30,449,1,1
16.064,20,449,1,1
16.064,70,449,1,1
16.03,40,449,1,1
16.03,90,449,1,1
16.064,50,449,1,1
16.03,10,449,1,1
16.124,100,449,1,1
16.523,100,449,1,1
16.19,30,449,1,1
16.124,50,449,1,1
16.523,20,449,1,1
16.03,40,449,1,1
16.03,40,449,1,1
14.99,20,449,1,1
14.252,50,449,1,1
165.23,40,449,5,10
16.124,50,449,1,1
16.19,60,449,1,1
16.124,40,449,1,1
14.252,40,449,1,1
14.252,180,449,1,1
14.99,80,449,1,1
14.99,150,449,1,1
16.124,100,449,1,1
14.99,30,449,1,1
142.52,60,449,5,10
14.252,160,449,1,1
165.23,40,449,5,10
13.15,40,449,1,1
13.15,80,449,1,1
16.124,50,449,1,1
16.19,100,449,1,1
16.03,70,449,1,1
14.99,40,449,1,1
14.99,70,449,1,1
14.99,100,449,1,1
14.252,320,449,1,1
14.252,30,449,1,1
16.19,300,449,1,1
14.252,60,449,1,1
16.03,150,449,1,1
14.252,70,449,1,1
149.9,60,449,5,10
16.19,240,449,1,1
149.9,80,449,5,10
16.03,50,449,1,1
14.252,40,449,1,1
16.19,700,449,1,1
14.99,250,449,1,1
13.15,100,449,1,1
16.19,80,449,1,1
131.5,2,449,1,1
16.03,80,449,1,1
13.15,100,449,1,1
16.03,50,449,1,1
14.252,400,449,1,1
13.15,60,449,1,1
14.252,50,449,1,1
14.99,140,449,1,1
14.99,200,449,1,1
14.99,600,449,1,1
13.15,150,449,1,1
13.15,150,449,1,1
16.064,140,449,1,1
13.15,150,449,1,1
14.99,400,449,1,1
14.99,200,449,1,1
16.064,110,449,1,1
14.252,140,449,1,1
16.03,270,449,1,1
13.15,120,449,1,1
14.99,100,449,1,1
14.252,200,449,1,1
13.15,100,449,1,1
16.03,300,449,1,1
13.15,110,449,1,1
13.15,290,449,1,1
13.15,350,449,1,1
16.523,300,449,1,1
13.15,190,449,1,1
13.15,270,449,1,1
14.252,200,449,1,1
13.15,100,449,1,1
14.252,260,449,1,1
13.15,230,449,1,1
13.15,510,449,1,1
13.15,350,449,1,1
14.252,50,449,1,1
16.124,1.100,449,1,1
13.15,400,449,1,1
13.15,300,449,1,1
13.15,1.000,449,1,1
13.15,100,449,1,1
13.15,730,449,1,1
13.15,350,449,1,1
13.15,920,449,1,1
13.15,950,449,1,1
13.15,500,449,1,1
13.15,460,449,1,1
13.15,1.000,449,1,1
13.15,800,449,1,1
16.19,30,449,1,1
14.99,20,449,1,1
16.124,10,449,1,1
14.252,300,449,1,1
16.03,80,449,1,1
14.99,10,449,1,1
16.523,40,449,1,1
16.19,30,449,1,1
16.03,10,449,1,1
16.124,40,449,1,1
16.19,40,449,1,1
160.3,30,449,5,10
16.19,30,449,1,1
16.523,50,449,1,1
16.03,100,449,1,1
14.99,50,449,1,1
14.99,50,449,1,1
16.523,120,449,1,1
16.03,40,449,1,1
16.124,40,449,1,1
16.124,100,449,1,1
16.124,80,449,1,1
16.064,50,449,1,1
16.124,80,449,1,1
14.252,70,449,1,1
16.19,20,449,1,1
16.523,200,449,1,1
13.15,130,449,1,1
16.124,90,449,1,1
14.99,20,449,1,1
14.99,20,449,1,1
14.99,60,449,1,1
14.252,20,449,1,1
16.124,60,449,1,1
16.523,80,449,1,1
14.99,100,449,1,1
16.19,150,449,1,1
16.124,100,449,1,1
16.124,80,449,1,1
16.523,40,449,1,1
13.15,70,449,1,1
16.19,40,449,1,1
16.124,100,449,1,1
16.19,150,449,1,1
149.9,40,449,5,10
16.124,250,449,1,1
142.52,70,449,5,10
16.064,200,449,1,1
16.124,100,449,1,1
14.99,80,449,1,1
16.523,140,449,1,1
16.19,100,449,1,1
16.124,70,449,1,1
13.15,140,449,1,1
13.15,120,449,1,1
14.99,100,449,1,1
14.252,200,449,1,1
16.523,160,449,1,1
16.124,60,449,1,1
14.99,100,449,1,1
13.15,100,449,1,1
14.99,100,449,1,1
13.15,250,449,1,1
149.9,15,449,1,1
13.15,200,449,1,1
14.99,260,449,1,1
13.15,650,449,1,1
14.99,100,449,1,1
13.15,500,449,1,1
142.52,240,449,5,10
13.15,350,449,1,1
13.15,300,449,1,1
14.252,100,449,1,1
13.15,320,449,1,1
13.15,150,449,1,1
13.15,700,449,1,1
13.15,600,449,1,1
14.252,1.200,449,1,1
13.15,400,449,1,1
13.15,400,449,1,1
13.15,970,449,1,1
13.15,400,449,1,1
16.19,50,449,1,1
14.252,20,449,1,1
14.99,30,449,1,1
16.124,60,449,1,1
14.252,70,449,1,1
149.9,3,449,1,1
14.99,20,449,1,1
14.99,10,449,1,1
16.03,30,449,1,1
16.03,40,449,1,1
165.23,30,449,5,10
16.064,50,449,1,1
14.99,30,449,1,1
14.99,10,449,1,1
14.99,50,449,1,1
16.523,50,449,1,1
14.252,50,449,1,1
16.03,40,449,1,1
14.99,20,449,1,1
16.19,60,449,1,1
14.99,70,449,1,1
16.064,30,449,1,1
14.99,20,449,1,1
16.124,40,449,1,1
16.124,100,449,1,1
16.064,20,449,1,1
14.99,10,449,1,1
14.252,70,449,1,1
16.124,20,449,1,1
14.252,30,449,1,1
14.99,150,449,1,1
16.064,120,449,1,1
16.03,40,449,1,1
16.523,30,449,1,1
14.99,20,449,1,1
16.523,100,449,1,1
14.252,20,449,1,1
13.15,50,449,1,1
16.03,100,449,1,1
14.99,30,449,1,1
14.99,150,449,1,1
16.124,20,449,1,1
14.252,50,449,1,1
16.124,60,449,1,1
16.124,60,449,1,1
16.03,200,449,1,1
14.99,100,449,1,1
16.064,60,449,1,1
149.9,80,449,5,10
149.9,7,449,1,1
16.124,10,449,1,1
16.124,40,449,1,1
16.064,40,449,1,1
13.15,40,449,1,1
16.523,200,449,1,1
16.064,120,449,1,1
16.124,50,449,1,1
14.252,50,449,1,1
14.252,100,449,1,1
14.99,30,449,1,1
14.99,80,449,1,1
14.252,150,449,1,1
161.9,200,449,5,10
13.15,100,449,1,1
160.3,6,449,1,1
16.064,100,449,1,1
16.19,120,449,1,1
14.252,150,449,1,1
13.15,30,449,1,1
142.52,3,449,1,1
14.252,100,449,1,1
142.52,10,449,1,1
16.124,60,449,1,1
13.15,150,449,1,1
13.15,50,449,1,1
149.9,10,449,1,1
16.124,50,449,1,1
16.124,100,449,1,1
16.064,150,449,1,1
14.252,50,449,1,1
131.5,100,449,5,10
13.15,160,449,1,1
16.124,90,449,1,1
161.24,10,449,1,1
16.19,100,449,1,1
16.523,50,449,1,1
16.124,480,449,1,1
14.99,200,449,1,1
14.252,100,449,1,1
16.19,150,449,1,1
14.252,300,449,1,1
14.99,520,449,1,1
13.15,200,449,1,1
13.15,450,449,1,1
13.15,100,449,1,1
16.03,300,449,1,1
13.15,200,449,1,1
13.15,510,449,1,1
21.0328,150,449,1,1
16.064,180,449,1,1
16.03,10,449,1,1
160.3,2,449,1,1
14.99,10,449,1,1
16.523,40,449,1,1
14.99,30,449,1,1
16.19,80,449,1,1
14.252,50,449,1,1
14.252,40,449,1,1
16.523,50,449,1,1
14.99,10,449,1,1
16.523,20,449,1,1
160.3,10,449,1,1
16.124,30,449,1,1
16.124,40,449,1,1
14.252,30,449,1,1
16.523,50,449,1,1
16.124,20,449,1,1
142.52,20,449,5,10
16.124,40,449,1,1
16.523,30,449,1,1
16.064,50,449,1,1
16.523,100,449,1,1
14.99,250,449,1,1
16.03,30,449,1,1
14.252,10,449,1,1
13.15,70,449,1,1
14.252,100,449,1,1
16.03,40,449,1,1
16.523,30,449,1,1
14.252,70,449,1,1
149.9,80,449,5,10
16.03,20,449,1,1
14.99,30,449,1,1
16.064,60,449,1,1
14.252,60,449,1,1
165.23,30,449,5,10
16.124,120,449,1,1
14.252,40,449,1,1
14.99,10,449,1,1
14.252,100,449,1,1
16.124,200,449,1,1
16.19,40,449,1,1
16.03,50,449,1,1
16.19,150,449,1,1
14.252,180,449,1,1
165.23,100,449,5,10
14.252,20,449,1,1
16.523,100,449,1,1
16.124,170,449,1,1
14.99,50,449,1,1
16.19,190,449,1,1
14.99,200,449,1,1
16.03,40,449,1,1
16.03,50,449,1,1
165.23,20,449,5,10
16.19,50,449,1,1
14.252,40,449,1,1
16.03,10,449,1,1
16.124,80,449,1,1
16.064,50,449,1,1
16.124,60,449,1,1
16.19,10,449,1,1
16.03,100,449,1,1
14.99,220,449,1,1
142.52,2,449,1,1
14.252,110,449,1,1
149.9,3,449,1,1
16.064,100,449,1,1
16.03,80,449,1,1
149.9,8,449,1,1
131.5,4,449,1,1
14.99,80,449,1,1
14.99,100,449,1,1
16.19,150,449,1,1
14.99,200,449,1,1
14.252,10,449,1,1
14.99,400,449,1,1
13.15,70,449,1,1
14.252,20,449,1,1
14.252,140,449,1,1
14.99,300,449,1,1
14.252,70,449,1,1
14.99,160,449,1,1
13.15,120,449,1,1
14.99,200,449,1,1
14.252,50,449,1,1
14.99,120,449,1,1
13.15,290,449,1,1
13.15,80,449,1,1
149.9,100,449,5,10
14.252,500,449,1,1
16.03,300,449,1,1
16.03,600,449,1,1
13.15,190,449,1,1
16.03,50,449,1,1
13.15,100,449,1,1
13.15,350,449,1,1
13.15,250,449,1,1
13.15,300,449,1,1
13.15,110,449,1,1
16.03,270,449,1,1
14.252,200,449,1,1
16.523,800,449,1,1
14.99,950,449,1,1
13.15,160,449,1,1
13.15,200,449,1,1
